matchId,blueWins,blueWardsPlaced,blueControlWardsPlaced,blueWardsDestroyed,blueControlWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueVoidGrubs,blueTowersDestroyed,bluePlatesDestroyed,blueTotalGold,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueFirstTurret,blueInhibitorsDestroyed,blueFirstDragon,redWardsPlaced,redControlWardsPlaced,redWardsDestroyed,redControlWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redVoidGrubs,redTowersDestroyed,redPlatesDestroyed,redTotalGold,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redFirstTurret,redInhibitorsDestroyed,redFirstDragon,gameDuration
KR_7100659192,1,22,4,9,4,0,19,13,31,2,0,0,1,10,30871,33496,356,118,0,0,1,30,4,3,3,1,13,19,11,0,1,6,3,7,30573,31769,380,100,1,0,0,1709.353
KR_7077646201,0,160,8,7,2,1,7,25,5,1,0,3,0,4,24189,28283,336,76,0,0,1,31,10,13,6,0,25,7,24,0,1,3,1,5,32929,33050,388,78,1,0,0,1632.948
KR_7085577453,0,36,8,16,4,0,8,18,9,1,0,3,0,3,24886,30167,376,108,0,0,1,85,5,11,5,1,18,8,26,1,0,3,2,3,31394,33948,401,94,1,0,0,1386.38
KR_7092947114,1,38,6,7,2,0,16,6,17,1,0,4,2,11,29232,30943,361,68,1,0,0,25,3,9,3,1,6,16,8,1,1,2,0,2,24366,29709,369,120,0,0,1,972.373
KR_7099457543,0,252,2,5,1,0,8,32,4,0,0,0,0,11,24367,29276,336,61,0,0,0,35,8,6,2,1,32,8,25,1,0,6,4,8,36563,36876,400,121,1,0,1,931.051
KR_7076483670,0,31,6,9,2,1,12,10,12,1,0,3,0,9,27473,32293,385,99,0,0,1,48,7,10,3,0,10,12,13,0,0,3,1,7,27662,29011,361,68,1,0,0,1734.651
KR_7106176582,1,30,7,10,5,1,15,8,20,1,0,3,3,12,32095,34061,390,125,1,0,1,25,7,11,5,0,8,15,10,0,0,3,0,5,27004,31118,382,78,0,0,0,1404.032
KR_7060930933,0,28,5,12,7,1,5,9,6,1,0,4,1,4,24512,28459,367,104,1,0,1,55,9,5,3,0,9,5,13,0,1,2,0,5,27526,31144,389,84,0,0,0,1612.041
KR_7082193794,0,38,8,13,4,0,10,10,11,0,0,5,2,9,29077,32815,431,96,1,0,0,49,6,10,2,1,10,10,12,2,0,1,0,2,26402,30867,403,106,0,0,1,1915.101
KR_7079742860,0,37,7,10,2,0,10,12,9,0,0,3,0,5,26578,30512,366,82,0,0,0,56,7,10,2,1,12,10,16,2,0,3,0,8,28866,33311,414,116,0,0,1,1692.613
KR_7024514384,1,34,15,18,5,1,17,3,24,2,1,3,2,13,31629,30798,406,96,1,0,1,28,6,10,8,0,3,17,3,0,0,3,0,0,22086,26141,318,74,0,0,0,936.755
KR_7099393661,1,33,7,13,9,0,21,20,16,1,0,3,1,10,32545,29740,367,81,1,0,1,32,11,17,6,1,20,21,26,1,0,0,1,1,30030,28796,352,59,0,0,0,1651.826
KR_7107763443,0,27,7,10,0,1,10,18,9,0,0,3,0,9,27373,30922,372,96,0,0,0,46,3,9,6,0,18,10,17,2,0,0,1,4,30036,33713,405,76,1,0,1,1195.742
KR_7108059416,0,32,9,13,5,0,11,14,20,0,0,0,2,8,26884,27975,317,100,1,0,0,55,11,9,6,1,14,11,14,2,1,6,1,10,30417,29919,363,88,0,0,1,1523.758
KR_7079166449,0,33,8,14,4,0,7,15,8,0,0,5,1,10,26600,29275,395,87,0,0,0,40,7,12,6,1,15,7,21,1,0,1,1,4,29699,31093,367,74,1,0,1,1717.947
KR_7082056447,0,55,5,7,4,1,12,9,23,0,0,1,1,5,26528,29992,367,78,1,0,0,32,9,16,4,0,9,12,7,1,0,5,0,4,26435,31519,406,82,0,0,1,1815.998
KR_7086073232,1,35,12,14,6,0,6,10,13,2,0,0,1,9,26936,31060,430,94,1,0,1,36,8,10,6,1,10,6,16,0,0,6,0,4,28485,33044,379,132,0,0,0,1218.38
KR_7096053051,1,33,8,7,3,1,13,11,18,0,0,3,1,8,28644,28569,339,78,1,0,0,32,9,9,5,0,11,13,14,1,0,3,0,8,28113,30233,340,98,0,0,1,1730.752
KR_7089924923,1,42,11,11,5,1,17,7,26,2,0,3,0,10,30603,32219,374,83,0,0,1,30,9,17,6,0,7,17,8,0,0,3,1,5,26960,29640,408,82,1,0,0,1449.094
KR_7036135518,1,39,11,15,5,1,22,10,26,0,0,3,2,10,34006,34002,435,90,1,0,0,52,10,16,4,0,10,22,16,1,0,3,0,3,27371,29017,402,86,0,0,1,1610.385
KR_7101547282,0,30,7,8,2,0,12,12,16,0,0,0,2,5,28568,29549,376,72,1,0,0,28,5,8,3,1,12,12,14,1,0,3,0,5,28177,31651,376,109,0,0,1,1734.156
KR_7069011011,1,74,6,11,5,1,22,18,22,1,0,6,2,13,32874,31010,368,82,1,0,0,38,9,9,3,0,18,22,25,1,0,0,0,5,31341,30439,380,81,0,0,1,1656.455
KR_7076054618,1,24,5,8,5,1,13,11,18,1,0,3,1,9,29110,31058,405,88,1,0,1,33,9,8,4,0,11,13,22,1,0,3,1,0,26075,28131,317,78,0,0,0,1642.244
KR_7080920377,0,61,4,11,1,1,12,17,8,0,0,6,2,7,28116,31714,359,97,1,0,0,73,6,4,3,0,17,12,14,2,0,0,0,4,29348,32548,385,88,0,0,1,1523.442
KR_7096372079,0,28,7,10,3,1,7,16,6,0,0,1,1,4,24480,28857,368,81,0,0,0,39,10,11,4,0,16,7,22,1,0,5,1,3,30882,33167,396,100,1,0,1,1466.106
KR_7098974827,1,53,12,8,7,0,19,14,26,0,0,6,2,16,32681,30715,363,77,1,0,0,30,7,5,3,1,14,19,16,1,0,0,0,1,27739,28310,325,102,0,0,1,1269.525
KR_7078790760,0,25,4,18,8,1,15,12,17,1,0,3,1,9,29439,30886,373,100,1,0,1,55,10,9,4,0,12,15,14,0,1,0,0,2,27344,30898,364,85,0,0,0,1788.681
KR_7077688274,0,35,8,14,4,0,9,11,10,0,0,2,1,8,25796,30111,416,73,1,0,0,81,5,12,7,1,11,9,12,1,0,1,0,6,29686,32806,427,99,0,0,1,1507.759
KR_7083903283,0,51,3,6,5,0,12,26,15,0,0,2,0,10,26562,27124,304,80,0,0,0,35,13,7,3,1,26,12,26,1,0,4,2,8,34521,33349,371,78,1,0,1,1335.872
KR_7105051926,0,32,7,14,7,1,9,14,5,0,0,5,1,10,26135,28761,378,65,1,0,0,55,13,12,5,0,14,9,14,1,0,1,0,5,28564,30096,383,77,0,0,1,1476.217
KR_7091044767,1,158,6,9,5,0,14,15,9,0,1,6,0,10,28081,30539,319,90,0,0,0,52,8,18,4,1,15,14,15,2,0,0,0,2,29115,31187,371,108,0,0,1,1811.159
KR_7081251905,0,31,9,8,4,0,11,8,12,0,0,6,2,12,29046,31871,382,103,0,0,0,25,6,8,2,1,8,11,12,2,0,0,1,4,25833,28705,373,80,1,0,1,1887.784
KR_7082672396,0,61,7,7,4,0,8,25,10,0,0,1,0,9,24349,28058,336,86,0,0,0,35,11,10,4,1,25,8,24,1,0,5,3,8,34604,34170,396,96,1,0,1,936.289
KR_7086965410,1,162,9,7,5,1,20,10,14,1,0,5,1,10,32110,33937,394,106,1,0,1,30,5,7,2,0,10,20,12,0,0,1,0,0,25499,28350,323,75,0,0,0,1742.778
KR_7099719961,1,33,8,9,5,1,20,14,22,1,0,4,0,12,30596,29972,373,90,0,0,1,37,9,13,5,0,14,20,15,0,1,2,0,1,29641,30658,373,71,0,0,0,1664.908
KR_7096509154,0,267,8,10,3,0,10,16,20,0,0,4,0,9,25948,27953,302,104,0,0,0,72,11,10,5,1,16,10,22,2,0,2,2,5,30981,30033,346,71,1,0,1,1956.317
KR_7094408649,0,137,4,9,5,0,15,17,13,1,1,3,1,11,28111,30375,326,86,0,0,1,67,9,14,4,1,17,15,10,0,0,3,2,6,31772,32998,406,98,1,0,0,1516.803
KR_7081881845,0,35,5,8,5,0,7,15,13,0,0,6,1,10,26595,30026,374,100,0,0,0,63,7,7,2,1,15,7,32,2,0,0,1,6,30755,32204,410,93,1,0,1,1403.455
KR_7093955334,0,26,5,3,1,0,10,15,10,0,0,3,3,8,28144,29450,419,70,1,0,0,32,4,10,5,1,15,10,12,2,1,3,0,3,29847,32663,372,98,0,0,1,1285.449
KR_7053864048,1,33,9,14,2,1,13,10,19,0,1,1,1,11,31619,32172,402,106,1,0,0,30,4,12,7,0,10,13,18,1,0,5,0,2,25961,29200,386,77,0,0,1,1405.411
KR_7098918852,1,34,6,16,4,0,22,16,27,2,0,5,2,13,32517,31759,352,92,1,0,1,71,7,5,2,1,16,22,24,0,0,1,0,5,29413,28200,311,69,0,0,0,1368.446
KR_7105651432,1,28,6,10,5,1,16,22,16,1,0,0,2,10,28530,29492,338,72,1,0,0,36,9,7,4,0,22,16,15,1,0,6,0,3,31938,31080,347,96,0,0,1,1659.285
KR_7073553114,1,45,10,14,5,0,19,10,24,0,0,3,1,11,33125,33988,431,98,1,0,0,60,9,11,5,1,10,19,23,2,0,0,0,1,26051,28238,315,76,0,0,1,1369.435
KR_7103469851,0,29,8,14,5,1,5,22,6,0,0,4,0,5,22969,26018,328,70,0,0,0,41,9,9,4,0,22,5,28,2,0,2,1,6,31895,33207,376,112,1,0,1,940.393
KR_7081190874,0,42,8,15,5,1,7,4,5,0,0,4,0,7,25169,31295,415,75,0,0,0,38,10,13,5,0,4,7,3,1,0,2,0,7,25647,32071,432,115,0,0,1,1616.584
KR_7077581608,0,30,7,16,6,1,10,5,12,0,1,0,0,5,26031,29979,369,76,0,0,0,37,12,13,6,0,5,10,8,1,0,6,0,3,24908,31059,384,108,0,0,1,1691.703
KR_7095184099,0,51,8,8,6,1,12,13,13,0,1,3,0,10,26787,26990,317,86,0,0,0,68,8,12,5,0,13,12,17,1,0,0,0,0,27660,29422,379,68,0,0,1,1999.402
KR_7104734289,0,34,8,3,2,0,9,20,11,0,0,0,0,6,25096,28748,330,68,0,0,0,54,7,11,6,1,20,9,26,2,0,6,1,5,32302,32963,381,108,1,0,1,939.212
KR_6971124211,0,35,6,10,4,1,18,13,22,2,0,4,1,15,30901,29509,343,83,1,0,1,25,5,5,1,0,13,18,18,0,0,2,0,2,27782,28999,328,64,0,0,0,1847.812
KR_7105943451,1,47,11,11,5,1,20,4,29,0,1,6,3,15,34103,33988,404,99,1,0,0,69,7,13,6,0,4,20,6,1,0,0,0,2,23449,27931,359,87,0,0,1,1269.203
KR_7098775532,0,26,4,14,5,0,11,16,15,0,0,6,0,15,27000,28847,358,83,0,0,0,63,7,5,3,1,16,11,26,2,0,0,1,5,31586,31344,388,83,1,0,1,1595.202
KR_7082819261,1,23,6,7,2,1,27,19,17,1,0,6,4,19,36745,32200,368,67,1,0,1,50,4,6,4,0,19,27,18,0,0,0,1,3,29991,27890,297,62,0,0,0,1364.168
KR_7093418178,1,28,6,3,2,1,17,8,15,1,0,6,4,13,32957,33535,365,110,1,0,1,22,3,6,4,0,8,17,12,0,0,0,0,0,25091,29370,347,97,0,0,0,1195.866
KR_7059403806,0,26,10,7,4,0,7,16,4,0,0,3,1,9,20991,24571,261,77,0,0,0,31,8,11,7,1,16,7,15,1,1,3,3,3,32540,29632,404,94,1,0,1,1010.087
KR_7103916612,0,81,7,9,1,1,9,15,9,0,0,3,0,4,25533,28645,389,75,0,0,0,25,5,13,4,0,15,9,16,2,0,0,2,4,30361,33283,439,80,1,0,1,1247.636
KR_7063974678,0,75,4,14,5,1,9,14,16,1,0,2,0,6,26088,29430,360,100,0,0,1,55,6,6,2,0,14,9,10,0,1,4,1,3,28701,31738,397,107,1,0,0,1294.576
KR_7101971221,0,32,6,8,4,0,23,15,22,1,0,1,0,10,31419,31865,340,75,0,0,1,34,8,7,2,1,15,23,13,0,0,5,0,6,30217,30956,366,92,0,0,0,1805.023
KR_7093556773,0,26,3,15,6,0,6,18,7,1,0,4,0,9,24330,27794,348,92,0,0,1,218,16,4,2,1,18,6,15,1,1,2,3,6,31441,31732,380,83,1,0,0,938.108
KR_7078446303,1,23,2,8,3,1,14,10,9,2,0,3,1,11,27219,29862,325,85,1,0,1,23,6,9,1,0,10,14,11,0,0,0,1,4,26607,30821,363,80,0,0,0,1894.122
KR_7078400443,1,26,4,10,4,0,16,10,12,1,1,6,1,11,27867,30198,328,86,0,0,1,35,10,8,2,1,10,16,12,0,0,0,1,7,28934,30563,369,94,1,0,0,2002.313
KR_7102127979,1,30,7,7,1,0,14,10,24,0,0,4,0,8,28837,33970,367,109,0,0,0,31,4,6,5,1,10,14,13,2,0,2,1,4,27471,29190,399,78,1,0,1,1460.561
KR_7092664829,0,36,4,11,3,0,7,14,6,0,0,5,0,10,26069,30501,387,106,0,0,0,35,6,14,3,1,14,7,17,1,0,1,0,1,28555,30788,395,98,0,0,1,1604.858
KR_7051222642,1,151,9,10,5,0,11,7,19,1,0,0,1,10,27534,29759,355,76,1,0,0,33,7,10,4,1,7,11,9,1,0,6,0,0,25016,27915,361,98,0,0,1,1637.474
KR_7048238293,1,23,4,10,5,0,18,11,24,0,0,5,1,9,31019,30677,338,99,1,0,0,34,10,7,1,1,11,18,14,1,0,1,0,2,25748,27841,332,65,0,0,1,1391.858
KR_7082752600,1,40,11,11,5,1,14,15,16,2,0,0,1,9,27854,27467,332,84,0,0,1,69,6,17,9,0,15,14,16,0,0,6,1,5,29272,30170,347,100,1,0,0,1069.635
KR_7078185595,0,39,9,9,4,0,8,16,20,0,0,6,0,7,26251,28444,341,103,0,0,0,32,9,14,6,1,16,8,25,2,0,0,2,5,30276,29819,362,80,1,0,1,1345.545
KR_7027331592,0,41,10,9,4,0,4,6,6,0,0,3,0,5,24263,29401,385,94,0,0,0,32,8,10,6,1,6,4,8,1,0,3,0,5,25756,29009,392,101,0,0,1,1280.96
KR_7059053621,1,24,5,11,4,1,5,12,4,2,1,6,0,3,24531,28924,383,89,0,0,1,47,5,4,2,0,12,5,16,0,0,0,1,4,28152,31683,401,92,1,0,0,2426.364
KR_7105634511,0,95,7,9,4,1,5,9,2,1,0,3,0,7,23812,31158,372,99,0,0,0,36,7,7,4,0,9,5,7,1,0,3,1,5,27506,31294,388,106,1,0,1,1257.837
KR_7089752350,0,29,4,10,1,0,7,16,5,0,0,3,0,7,24706,29454,388,68,0,0,0,47,5,12,4,1,16,7,14,1,0,3,0,3,28278,33381,354,85,0,0,1,1442.131
KR_7108233442,1,27,5,6,2,0,14,10,16,0,1,6,1,9,29017,32145,351,110,1,0,0,28,5,10,4,1,10,14,3,1,0,0,0,3,25492,29500,371,90,0,0,1,1854.273
KR_7081461925,0,32,4,18,6,0,9,20,9,0,0,3,1,11,28390,29775,397,97,0,0,0,53,10,12,4,1,20,9,26,2,0,3,2,5,32264,32786,407,91,1,0,1,941.051
KR_7061352356,0,40,8,8,3,1,9,10,14,0,1,3,0,7,25578,27227,379,74,0,0,0,33,6,13,4,0,10,9,11,1,0,3,2,10,28946,28959,394,101,1,0,1,1334.734
KR_7107152384,1,29,5,6,5,0,12,14,16,0,0,5,1,11,29042,32632,403,119,1,0,0,27,12,8,4,1,14,12,16,1,0,1,0,3,26026,28259,339,33,0,0,1,1992.715
KR_7077677619,1,67,7,11,5,1,13,13,22,1,0,3,1,13,28341,27888,334,96,0,0,1,30,7,12,5,0,13,13,13,0,1,3,1,7,26296,28446,315,71,1,0,0,1610.141
KR_7090885331,1,36,9,18,6,0,17,15,21,0,0,6,3,15,32347,31647,357,113,1,0,0,41,12,8,3,1,15,17,21,1,0,0,1,3,28054,27989,331,65,0,0,1,1599.195
KR_7076520592,1,35,9,11,6,0,13,9,14,0,0,2,1,9,28646,32979,408,92,1,0,0,47,7,8,5,1,9,13,13,1,0,4,0,3,25611,28386,361,79,0,0,1,1590.766
KR_7103809940,1,45,4,9,4,0,11,24,13,0,0,2,1,11,27527,29500,356,71,1,0,0,33,8,10,3,1,24,11,31,1,0,1,0,2,30876,32046,334,64,0,0,1,1805.586
KR_7082380449,0,31,6,10,4,0,10,12,13,0,1,4,0,8,26104,29402,340,88,0,0,0,74,12,13,3,1,12,10,9,2,0,2,2,8,29907,31122,402,108,1,0,1,1409.182
KR_7095578883,1,30,7,9,2,1,14,12,12,0,0,6,0,8,28110,33289,351,116,0,0,0,43,7,11,3,0,12,14,13,1,0,0,0,3,27480,31080,387,82,0,0,1,1802.985
KR_7107397706,1,41,14,6,3,1,11,8,13,1,1,4,3,9,28100,31538,377,87,1,0,1,22,6,13,6,0,8,11,9,0,0,2,0,0,26306,30625,398,80,0,0,0,1309.339
KR_7096797284,0,55,5,8,5,0,17,13,22,1,1,0,2,13,32119,32175,383,88,1,0,1,30,8,8,3,1,13,17,13,0,0,3,2,9,30791,30610,383,97,0,0,0,1194.741
KR_7091572879,1,167,6,11,2,1,15,11,16,1,1,2,1,5,28549,30654,391,73,1,0,1,31,4,6,1,0,11,15,10,1,0,4,1,7,27232,31023,377,99,0,0,0,2225.917
KR_7065825130,0,47,6,9,4,0,5,14,8,0,0,6,1,7,24090,28573,357,78,1,0,0,51,9,13,5,1,14,5,22,2,1,0,1,7,30042,31419,425,99,0,0,1,1302.869
KR_7097967043,0,72,7,6,2,1,10,7,11,1,0,3,0,7,25133,28857,388,81,0,0,1,42,3,7,3,0,7,10,12,0,0,0,0,1,24841,28119,385,70,0,0,0,1384.733
KR_7105818537,0,23,2,8,6,0,11,15,7,0,0,6,0,6,26708,29563,328,104,0,0,0,78,7,7,2,1,15,11,20,2,0,0,1,4,30020,32058,379,110,1,0,1,1485.78
KR_7075002542,0,36,7,11,7,1,14,14,19,0,0,3,0,10,27992,28686,334,90,0,0,0,41,13,13,6,0,14,14,17,1,0,3,0,4,28915,28636,358,105,0,0,1,2307.589
KR_7097887696,0,31,6,7,4,0,6,11,6,1,0,3,1,7,24330,29220,357,94,0,0,1,32,10,10,5,1,11,6,14,1,1,3,2,10,30786,32203,418,82,1,0,0,1355.224
KR_7092026959,0,23,4,9,5,1,22,21,26,0,0,6,2,12,33195,29391,357,65,1,0,0,23,7,5,2,0,21,22,25,1,0,0,0,3,29957,31047,328,75,0,0,1,1847.403
KR_7022401689,1,30,6,6,2,1,20,5,25,0,0,6,4,14,35026,33209,428,96,1,0,0,27,3,5,1,0,5,20,2,1,0,0,0,0,23233,27435,353,91,0,0,1,943.447
KR_7098007868,1,143,9,8,4,1,21,8,27,2,0,3,1,12,32085,33224,375,98,1,0,1,59,7,13,6,0,8,21,5,0,0,3,1,3,25595,28269,366,86,0,0,0,1317.915
KR_7076224878,1,35,9,14,5,1,12,11,17,0,0,2,2,11,28882,30333,364,108,1,0,0,32,6,13,3,0,11,12,16,0,0,1,0,4,27027,29738,359,74,0,0,0,1729.226
KR_7105056787,1,29,9,18,6,1,11,8,16,1,0,3,1,10,28584,31667,378,95,1,0,1,72,7,7,4,0,8,11,17,0,0,3,1,6,27290,30644,384,98,0,0,0,1932.695
KR_7092365737,0,63,11,6,4,0,14,12,15,0,0,6,1,9,28207,28875,350,80,0,0,0,37,6,12,3,1,12,14,13,1,1,0,2,5,28286,28471,363,92,1,0,1,1717.879
KR_7067304772,0,29,7,14,7,1,8,13,10,0,1,3,0,8,26927,29473,405,98,0,0,0,35,12,10,5,0,13,8,16,1,0,3,1,5,29750,30636,386,106,1,0,1,1699.779
KR_7098049252,0,38,4,9,6,1,10,9,15,1,0,0,1,13,26923,26650,341,76,1,0,1,36,11,14,4,0,9,10,18,1,1,6,1,2,27034,27651,378,96,0,0,0,1314.524
KR_7087151529,0,39,10,7,1,0,15,16,16,0,0,3,0,6,28269,31871,361,93,0,0,0,49,6,8,8,1,16,15,12,2,0,3,2,8,31084,33721,390,109,1,0,1,1345.879
KR_7077128871,1,41,9,8,5,1,19,19,32,1,0,5,3,11,30003,27561,298,99,1,0,0,33,8,10,4,0,19,19,17,1,0,1,0,5,30645,27262,296,70,0,0,1,1275.293
KR_7085436149,1,35,7,9,4,0,19,12,26,1,0,3,0,10,31407,32649,393,86,0,0,1,31,5,8,3,1,12,19,13,0,1,3,0,5,28094,29217,342,94,0,0,0,1482.367
KR_7078991687,1,31,6,9,6,1,20,14,27,1,0,1,2,7,30435,28977,316,89,1,0,1,29,9,10,3,0,14,20,16,0,0,5,0,8,30299,29893,331,92,0,0,0,2009.635
KR_7094595123,1,37,9,5,4,1,21,15,33,1,0,4,3,10,34263,30944,378,76,1,0,1,30,7,11,3,0,15,21,19,0,0,2,0,3,29006,30915,346,85,0,0,0,1372.474
KR_7106024415,0,37,7,9,7,0,7,15,7,1,0,4,2,9,25800,27806,359,67,1,0,1,60,9,12,5,1,15,7,11,0,0,2,1,7,31813,32995,423,115,0,0,0,1422.951
KR_7096517178,0,38,14,14,7,1,15,7,13,0,1,4,2,10,30914,33548,402,92,1,0,0,37,9,15,7,0,7,15,7,1,0,2,0,3,26105,30526,400,91,0,0,1,1935.963
KR_7091506543,1,40,14,7,4,1,13,7,18,2,0,0,1,8,29398,31026,368,72,1,0,1,27,6,8,6,0,7,13,11,0,0,6,0,4,26166,30508,378,116,0,0,0,2000.128
KR_7084292292,0,66,5,8,3,1,8,13,9,0,1,6,1,15,28731,31112,413,88,1,0,0,27,4,12,4,0,13,8,19,1,0,0,0,3,25950,29956,347,59,0,0,1,1322.897
KR_7108476776,0,26,6,9,2,0,3,15,6,0,0,3,1,6,22677,25794,344,99,0,0,0,32,3,8,4,1,15,3,26,2,1,3,3,6,33396,34424,443,111,1,0,1,948.318
KR_7109085913,1,28,3,6,3,0,13,13,12,2,0,6,1,12,30058,31137,370,110,1,0,1,27,5,4,1,1,13,13,20,0,0,0,0,2,27899,31464,379,89,0,0,0,1859.518
KR_7099774109,0,31,6,4,1,0,5,18,2,0,0,4,0,5,22308,27732,318,88,0,0,0,28,3,8,5,1,18,5,19,1,0,2,0,1,27351,31028,342,92,0,0,1,2214.085
KR_7093855307,0,28,5,10,3,0,16,15,19,1,0,2,1,6,27821,29438,319,74,0,0,0,35,6,7,4,1,15,16,16,1,0,4,2,8,29130,27682,332,70,1,0,1,1527.884
KR_7100830135,0,36,2,2,1,1,5,12,6,0,0,4,1,7,24116,28703,348,88,0,0,0,26,2,6,2,0,12,5,16,1,0,2,1,6,29338,32524,419,94,1,0,1,1732.479
KR_7065523337,0,22,4,8,3,0,3,12,1,0,0,2,1,3,24018,29953,401,112,0,0,0,29,5,10,4,1,12,3,12,1,1,4,1,9,31198,34917,450,124,1,0,1,970.936
KR_7096112751,0,34,9,13,4,0,6,16,4,0,0,3,0,7,23663,27689,340,99,0,0,0,37,9,14,7,1,16,6,13,1,0,0,1,4,28601,32832,388,80,1,0,1,953.329
KR_7089174448,0,173,5,51,6,0,7,16,9,0,0,3,0,7,24193,28021,342,77,0,0,0,83,11,11,3,1,16,7,25,2,0,3,3,10,31938,32439,401,87,1,0,1,933.179
KR_7096773481,0,26,6,9,2,0,15,11,14,0,1,6,1,8,29591,33780,358,104,1,0,0,35,6,5,4,1,11,15,9,2,0,0,0,1,26531,31940,351,74,0,0,1,1739.488
KR_7092416631,0,139,5,6,3,0,11,17,8,0,0,0,1,11,27508,30663,373,103,1,0,0,30,8,11,4,1,17,11,14,2,1,6,0,5,29244,30638,343,84,0,0,1,1260.568
KR_7105515964,0,72,3,9,6,0,19,18,18,1,0,2,2,8,32161,30029,374,98,1,0,1,32,10,15,3,1,18,19,26,0,0,4,0,6,29847,27301,337,68,0,0,0,1638.633
KR_7078985958,1,30,7,9,5,1,15,2,17,2,0,6,2,11,30901,34601,402,120,1,0,1,25,5,9,4,0,2,15,2,0,0,0,0,2,23368,29489,382,68,0,0,0,954.128
KR_7099112280,1,44,5,12,4,1,9,6,18,2,0,4,2,13,28820,30218,387,100,1,0,1,45,7,17,4,0,6,9,5,0,0,2,2,5,26345,30445,412,88,0,0,0,1391.042
KR_7105047396,1,34,8,9,5,0,8,17,9,0,0,6,0,6,25747,28745,337,100,0,0,0,78,8,11,6,1,17,8,23,1,1,0,0,5,30962,33508,391,118,0,0,1,1942.165
KR_7089150594,1,31,9,13,7,1,29,19,29,1,0,6,1,15,36610,34329,364,108,1,0,1,42,11,9,5,0,19,29,35,0,0,0,0,0,28539,26623,257,68,0,0,0,1474.981
KR_7088305417,0,38,10,4,1,1,15,14,20,1,0,1,1,10,29677,29290,353,74,1,0,1,22,2,13,8,0,14,15,15,0,0,2,1,2,29175,32281,366,107,0,0,0,1917.576
KR_7091255684,1,43,10,17,4,1,11,10,19,2,0,3,1,7,28409,29389,396,93,1,0,1,35,6,22,8,0,10,11,15,0,0,3,0,4,26419,30137,393,93,0,0,0,1840.568
KR_7086538981,1,65,12,17,8,1,18,14,19,1,0,3,2,8,30699,31314,347,86,0,0,0,33,10,15,6,0,14,18,14,1,0,3,3,11,31100,30293,360,90,1,0,1,1471.513
KR_7091146929,1,157,11,15,4,1,9,4,8,0,1,6,2,9,28398,32268,406,102,1,0,0,41,6,15,7,0,4,9,4,2,0,0,0,2,23299,29071,392,82,0,0,1,1400.956
KR_7097636953,0,27,7,6,3,0,4,16,3,0,0,2,0,7,23005,28493,366,88,0,0,0,31,6,6,1,1,16,4,17,1,0,4,1,1,30084,33073,393,104,1,0,1,938.117
KR_7107166959,1,30,5,6,3,1,12,11,12,1,0,6,0,8,27522,30518,358,90,0,0,1,63,4,9,2,0,11,12,13,1,1,0,1,4,28709,31794,396,87,1,0,0,1952.116
KR_7046956563,0,26,1,3,0,0,10,30,10,0,0,6,0,11,26706,25884,336,80,0,0,0,38,7,6,1,1,30,10,31,2,0,0,2,6,35124,32678,376,76,1,0,1,1676.062
KR_7082465754,1,32,8,15,5,0,18,13,11,1,0,6,2,14,31590,34378,385,108,1,0,0,36,9,9,4,1,13,18,13,1,0,0,0,1,26819,30479,367,67,0,0,1,1058.454
KR_7105986367,1,42,7,13,6,0,10,12,12,0,1,3,1,5,28082,29931,378,86,0,0,0,35,9,14,5,1,12,10,15,2,0,0,2,5,28997,28794,351,95,1,0,1,1540.043
KR_7091736587,1,39,12,16,6,1,7,4,10,2,0,6,1,9,27480,30651,411,111,1,0,1,34,8,14,6,0,4,7,6,0,0,0,0,0,23700,29761,400,76,0,0,0,1767.753
KR_7090516876,0,139,7,6,3,0,7,18,11,0,0,0,1,6,23659,27395,308,80,0,0,0,26,6,5,3,1,18,7,28,2,0,6,2,9,32832,32317,383,92,1,0,1,931.21
KR_7085244584,0,65,10,18,1,0,14,15,18,0,0,5,1,9,28932,31510,381,98,1,0,0,72,2,13,7,1,15,14,25,2,0,1,0,5,29266,31132,352,106,0,0,1,1813.149
KR_7092222102,1,53,13,12,3,0,17,8,20,1,0,4,2,14,32919,31270,380,90,1,0,0,38,7,6,3,1,8,17,9,1,0,2,0,1,24236,27425,334,76,0,0,1,1569.727
KR_7107058665,1,31,5,12,7,1,14,10,19,0,1,5,1,12,28195,30743,350,90,0,0,0,35,8,9,3,0,10,14,13,2,0,1,1,7,28500,29833,387,102,1,0,1,1712.839
KR_7105669120,0,25,4,10,5,1,9,7,11,0,0,0,0,7,26005,29935,345,100,0,0,0,72,6,6,2,0,7,9,5,1,0,6,0,4,27578,32851,445,112,0,0,1,1859.528
KR_7099800694,1,32,5,9,5,0,12,11,15,1,0,0,1,8,28347,30148,367,94,0,0,1,31,8,13,3,1,11,12,5,0,1,3,1,7,28281,30972,376,87,1,0,0,2836.771
KR_7063824543,0,32,7,5,2,0,18,17,24,0,0,6,1,7,31365,29391,369,96,0,0,0,20,6,6,2,1,17,18,23,1,0,0,2,9,31899,29673,379,83,1,0,1,1422.459
